property_id,location,size_sqft,num_rooms,age_years,condition,proximity_to_amenities_km,sale_price_usd
26191,Gonzalezside,2645,10,93,Poor,5.09,1880284
26192,South Joseport,2709,7,88,Good,6.4,900570
26193,Robertmouth,1982,3,18,Fair,3.15,921934
26194,Scottmouth,4783,3,100,Excellent,3.15,1252398
26195,Tranborough,4163,10,38,Poor,4.11,1225054
26196,North Danielle,4524,3,58,Excellent,1.5,1613358
26197,Chavezborough,3363,4,12,Fair,7.47,719637
26198,Lake Scott,4293,5,46,Fair,1.4,1645618
26199,Stewartchester,907,7,21,Fair,6.27,1567920
26200,South Geoffrey,2408,8,63,Excellent,6.41,1486065
26201,North Keithland,636,2,48,Excellent,9.17,1525795
26202,Parsonsstad,1657,9,31,Excellent,4.74,629818
26203,West Chadside,2107,5,90,Good,8.13,714659
26204,South Jesse,647,5,49,Good,1.07,247307
26205,Brianville,1511,7,48,Excellent,3.31,545738
26206,Frankfort,1332,2,67,Poor,7.48,1081819
26207,North Christina,1728,8,61,Poor,3.08,1457488
26208,East Heather,3284,4,3,Good,6.68,1245504
26209,Taylorview,608,3,74,Excellent,1.98,1298139
26210,New Douglas,1022,8,70,Excellent,0.17,1955623
26211,Jonathanberg,4654,5,74,Excellent,1.12,231861
26212,South Davidberg,3706,4,1,Fair,4.96,762995
26213,North Eric,795,1,36,Good,5.95,878506
26214,Jasontown,4541,8,45,Good,1.4,1610900
26215,Port Valerieberg,2754,7,5,Fair,0.72,1469886
26216,Port Dylan,1900,7,69,Fair,4.17,394318
26217,Josephview,688,8,25,Excellent,0.84,624851
26218,Brianmouth,3789,5,79,Excellent,0.38,744547
26219,East Eileenmouth,3323,1,32,Poor,5.81,867126
26220,Cynthiaside,1722,1,60,Fair,8.94,1498545
26221,Brownmouth,1984,2,23,Poor,6.56,1879137
26222,Laurahaven,1827,9,6,Fair,2.46,941667
26223,North Michaelburgh,2360,5,59,Excellent,8.48,763752
26224,Kathyshire,2048,8,53,Good,6.37,252537
26225,Kirkbury,3842,7,73,Excellent,0.76,1589687
26226,New Jacquelinehaven,2227,7,46,Good,0.94,856717
26227,Port James,1475,10,25,Excellent,6.99,535068
26228,North Michael,628,10,51,Excellent,8.54,981446
26229,New Monica,3649,6,69,Good,1.17,697108
26230,Port Kristen,1877,4,100,Good,5.54,474048
26231,East Kimberly,842,6,78,Excellent,0.93,1134735
26232,New Robertville,611,10,19,Poor,7.11,1835452
26233,Jacksonport,4583,7,23,Poor,4.1,1836610
26234,Virginiaton,2102,1,21,Excellent,5.5,1401978
26235,South Adrienneberg,662,8,67,Poor,3.55,993288
26236,North Jeffreyside,1614,2,73,Fair,1.31,850704
26237,Tomton,2643,3,87,Excellent,7.41,1300584
26238,Brianburgh,1915,5,64,Excellent,0.66,1071532
26239,Greenborough,3653,1,59,Fair,6.66,1934273
26240,Lake Melissaton,3969,9,66,Poor,2.47,1817772
26241,New Elizabeth,1637,5,24,Poor,8.7,188799
26242,Nicolebury,2626,8,100,Poor,8.94,325917
26243,Curtisland,4196,7,23,Good,8.2,211336
26244,Stephaniemouth,3477,6,49,Excellent,3.68,1269888
26245,South Stacy,2459,3,74,Excellent,8.64,1298081
26246,New Jennifer,4346,1,61,Fair,7.09,462773
26247,Shannonberg,2861,6,5,Fair,9.12,1249638
26248,Smithborough,703,7,28,Fair,4.6,724784
26249,East Lisa,3175,3,100,Fair,5.92,906895
26250,South Jamesshire,4553,3,51,Good,4.91,988477
26251,Port Patricktown,1253,5,59,Good,0.28,336814
26252,East Kara,2769,8,45,Excellent,6.9,1754973
26253,Tateton,2999,2,82,Poor,7.4,215249
26254,North Lukemouth,3703,9,64,Fair,7.23,1579048
26255,Port Dale,3510,1,67,Good,5.08,262856
26256,East Stacy,3842,4,8,Fair,8.44,203444
26257,Howardburgh,4563,9,27,Poor,7.49,1255270
26258,Port Danielshire,2594,9,46,Fair,4.01,631694
26259,Edwardsview,907,2,22,Poor,0.91,614033
26260,Millerbury,3616,5,70,Poor,3.6,836763
26261,Christopherville,4946,4,86,Good,0.87,1355287
26262,New Corey,4538,8,44,Poor,9.96,325924
26263,Blakefurt,2206,2,79,Good,1.06,651848
26264,South Henryborough,3464,1,3,Fair,2.65,512395
26265,Hoganland,2989,5,61,Excellent,4.29,1739011
26266,Lake April,2573,6,53,Fair,8.4,1938260
26267,Williehaven,3552,9,45,Excellent,6.38,673454
26268,Porterfort,2292,3,76,Excellent,3.64,1593593
26269,Jonestown,2583,7,97,Fair,8.06,1062340
26270,Lake Brendaborough,3205,1,45,Good,1.25,749168
26271,North Stacey,1037,10,40,Excellent,5.39,1013021
26272,Burtonburgh,2799,7,72,Excellent,1.39,1881935
26273,Melissaborough,3619,1,7,Fair,5.0,684595
26274,South Cassandrachester,4015,1,7,Good,8.14,746930
26275,New Marc,4997,8,75,Fair,2.49,304201
26276,South Virginialand,4894,6,45,Fair,6.25,389127
26277,Amyberg,3931,1,27,Good,3.53,1489349
26278,New Christophertown,3399,8,74,Good,6.25,1745460
26279,Port Sonya,4711,10,90,Poor,2.01,1786162
26280,Mcdonaldmouth,2127,8,65,Good,9.27,1278906
26281,Lake Amyfort,2692,6,37,Poor,8.62,1618813
26282,East Tracy,4650,3,82,Excellent,7.52,1623985
26283,Osborneborough,2124,3,77,Good,1.38,1083453
26284,Lake Michaelhaven,2930,2,61,Excellent,4.15,169742
26285,South Mark,2373,8,1,Poor,1.51,1270204
26286,Dawnmouth,3393,9,37,Fair,1.44,1973805
26287,Meyerside,4981,1,60,Poor,4.66,1360631
26288,Gravesburgh,4014,7,7,Good,0.34,854160
26289,Thomasport,1810,7,91,Excellent,9.38,1939883
26290,East Amanda,3911,8,28,Excellent,1.62,1484764
26291,Terryberg,4551,8,92,Excellent,4.75,491636
26292,West Karen,2268,5,36,Excellent,4.9,1266752
26293,Dylanborough,4056,9,0,Good,6.14,1454761
26294,North Ashleychester,3708,2,42,Good,9.94,1742839
26295,Lopezville,2955,9,17,Poor,8.98,499824
26296,Port Rebeccafort,4740,10,87,Poor,5.26,647247
26297,Cassandraport,3065,4,74,Fair,2.97,1365898
26298,Curryton,2468,1,34,Excellent,7.45,1353057
26299,Crawfordmouth,1763,2,8,Excellent,4.64,385620
26300,East Anna,740,7,74,Excellent,2.29,538177
26301,New Kayla,4274,4,14,Excellent,5.96,480326
26302,South Susan,4372,7,36,Good,4.04,826397
26303,Emilyshire,3489,9,42,Poor,0.54,351688
26304,North Charlestown,4796,5,68,Good,0.97,983806
26305,New Rachel,4358,3,79,Fair,2.06,1249616
26306,East Codyshire,537,7,22,Fair,8.03,845969
26307,West Crystal,4660,4,79,Fair,1.3,479964
26308,Richardborough,2881,4,57,Excellent,9.67,710555
26309,North Gene,2496,7,3,Fair,0.52,987212
26310,Perezshire,1803,2,82,Good,7.09,1578808
26311,Brendaberg,3846,9,68,Excellent,8.52,1626427
26312,Curryton,2289,10,100,Poor,8.19,1835971
26313,East Lauren,2562,2,21,Poor,1.32,637035
26314,Port Charles,2963,4,82,Fair,5.42,717535
26315,New Jared,2497,6,90,Fair,6.27,305709
26316,South Hollyside,4027,6,4,Good,1.3,527176
26317,Lisaton,3262,10,52,Poor,6.55,1769602
26318,Christopherfurt,4887,7,100,Poor,6.74,1954593
26319,New Jeffrey,759,6,71,Poor,3.04,232957
26320,Port Joeltown,3416,8,4,Good,8.74,1392120
26321,New Carrie,694,3,66,Poor,4.84,167080
26322,Lake Brad,3003,8,51,Fair,5.92,1802686
26323,East Michelleborough,3114,3,98,Fair,3.17,750476
26324,East Lauraport,988,9,27,Excellent,3.81,1915075
26325,East Amy,3458,8,50,Excellent,6.27,750077
26326,Jacquelineville,761,9,54,Fair,4.56,1990297
26327,Port Keith,1932,2,20,Poor,2.75,1384232
26328,West Sara,4858,9,91,Poor,2.37,1123342
26329,Morganshire,2704,5,82,Good,7.39,629500
26330,Jacquelineport,3784,2,15,Good,7.48,1393943
26331,Gravesport,4296,5,29,Fair,3.75,813622
26332,Michaelshire,1853,8,90,Good,4.77,1589169
26333,East Rachelfurt,567,7,13,Fair,9.85,961555
26334,Joshuabury,918,3,29,Good,0.82,1524240
26335,Lake Matthewport,4250,4,5,Excellent,4.41,290377
26336,West Taylor,2114,9,58,Good,5.74,437478
26337,Woodport,2796,1,9,Excellent,9.54,238331
26338,East Thomas,1910,3,95,Poor,4.47,1681211
26339,East Lisa,2106,7,52,Poor,0.82,553364
26340,Brownbury,874,8,76,Fair,5.74,121321
26341,North Deborah,4329,1,45,Good,7.98,1793131
26342,Port Christopherville,4160,10,20,Fair,8.6,1089887
26343,Ballview,2361,5,9,Poor,3.1,384430
26344,South Audrey,4514,7,45,Excellent,8.17,950271
26345,Anthonyside,1662,2,50,Poor,0.34,1853571
26346,Jamesmouth,3078,9,87,Good,0.8,1222946
26347,West Whitney,2708,7,3,Fair,3.62,267950
26348,Parkerton,3329,8,44,Fair,8.55,1048817
26349,Piercefort,539,8,48,Fair,2.28,484161
26350,Lawsonville,2479,2,74,Good,1.43,1342554
26351,Mcdanielville,734,7,68,Fair,3.93,1209603
26352,Mitchellton,1019,5,60,Poor,3.83,450366
26353,Kingbury,3954,2,29,Poor,8.14,835389
26354,Stewartland,1628,9,42,Excellent,2.06,614903
26355,Aguirrefort,3244,2,85,Excellent,6.89,164368
26356,Hicksport,3376,5,17,Excellent,1.95,139505
26357,West David,1400,7,52,Fair,2.56,972876
26358,South Matthewhaven,3402,1,72,Excellent,9.71,1100426
26359,Hansenland,814,5,7,Poor,2.37,1862553
26360,New Phillipfort,1586,10,72,Good,1.23,1352984
26361,Elizabethmouth,539,10,5,Poor,6.95,487763
26362,Maryland,2956,2,8,Good,6.49,329214
26363,Hernandezmouth,3313,3,38,Poor,3.9,407259
26364,Williamsfurt,689,10,64,Fair,2.17,354519
26365,Michaelmouth,2015,4,79,Excellent,5.58,174886
26366,Brianberg,1271,7,81,Poor,7.66,1137743
26367,South Edward,3053,4,62,Fair,5.34,758442
26368,Cookchester,2218,3,46,Good,8.15,1188898
26369,Solisside,3313,3,37,Fair,3.65,928209
26370,East Angelaport,2359,9,64,Good,4.58,1208615
26371,Garciaport,1030,1,35,Good,3.36,1116490
26372,Loganstad,1640,3,10,Poor,4.26,244056
26373,Port Danielfort,4301,10,13,Poor,1.7,1286241
26374,Louisshire,2669,8,75,Poor,2.49,1309766
26375,Zacharyshire,2404,10,73,Poor,7.14,1488986
26376,North Tara,2333,9,36,Good,8.83,1100647
26377,Smithstad,4526,1,97,Good,0.67,971393
26378,Parkerberg,3208,2,62,Good,9.62,1525730
26379,Tashamouth,2040,4,42,Fair,0.12,1117309
26380,East Virginia,1144,5,55,Fair,0.44,1773254
26381,Marcport,1323,8,29,Fair,2.89,1640469
26382,Lake Robert,1414,3,90,Poor,5.59,1935521
26383,Tammyshire,1665,1,30,Fair,1.55,1241962
26384,South Kevin,2457,10,65,Poor,7.31,432746
26385,Laneside,3388,7,56,Good,1.11,219003
26386,Paulchester,739,8,75,Excellent,5.78,950085
26387,New Katherine,2750,4,29,Excellent,5.78,1646467
26388,Maryville,1866,9,27,Poor,0.84,790523
26389,Carpenterville,3785,7,23,Excellent,9.86,475459
26390,Samuelfurt,3432,7,28,Poor,7.33,575243
26391,New Virginia,2012,8,44,Poor,5.97,473909
26392,Angelafurt,4274,6,51,Excellent,5.28,1661735
26393,Lake Javier,2664,2,78,Excellent,0.4,1793758
26394,Port Ruthhaven,1720,10,74,Poor,8.59,1593075
26395,Thomasfurt,4056,7,12,Fair,1.03,216797
26396,Taylorfort,3615,6,93,Good,3.09,1959971
26397,New Samanthachester,2000,4,96,Fair,7.42,1262649
26398,Reyesville,3317,8,6,Excellent,6.36,341008
26399,Bryantton,1409,7,58,Excellent,4.84,1201045
26400,East Jeremyville,918,8,13,Fair,9.29,704380
26401,New Brandon,4789,1,4,Fair,5.06,1847621
26402,North Stephanieview,3477,4,63,Poor,6.72,1733221
26403,Anthonychester,4562,10,19,Fair,0.99,315835
26404,West Sally,2330,3,80,Excellent,9.11,223633
26405,Aarontown,4829,8,52,Poor,1.16,1494874
26406,East Taylorberg,2076,5,32,Excellent,7.98,1651189
26407,Stephenport,3367,10,47,Poor,9.47,628651
26408,Port Kevin,3355,10,48,Fair,3.68,534353
26409,West Ricardoshire,2896,2,23,Excellent,8.07,392470
26410,Blackburntown,3303,5,76,Fair,4.64,1546646
26411,Debbieton,1157,4,21,Poor,4.08,933907
26412,Port James,2626,9,96,Good,4.37,1097421
26413,North Raymondshire,4033,4,12,Excellent,7.17,1411618
26414,Lake Wayne,835,10,17,Poor,9.5,1564399
26415,Gonzalezmouth,1162,8,17,Good,3.97,1276129
26416,Matthewview,2401,6,10,Fair,1.95,1898479
26417,East Peter,3155,1,7,Fair,1.26,1665122
26418,Port Sethstad,1268,6,50,Fair,7.77,1425382
26419,Parkville,1142,4,79,Good,9.63,1899144
26420,New Adamton,4404,1,37,Good,6.45,1192045
26421,Tanyaport,2993,9,26,Good,7.9,244385
26422,West Christopherstad,3318,4,59,Excellent,3.03,393996
26423,Zacharyhaven,3428,4,78,Fair,0.46,172722
26424,West William,3061,7,98,Fair,0.64,865780
26425,East Katrinaton,2301,1,98,Good,0.39,400913
26426,South Frank,4217,2,48,Excellent,7.71,708973
26427,Lake Charlesville,756,5,17,Fair,5.08,1008146
26428,Robertsonmouth,3923,7,56,Fair,7.39,1916786
26429,Port Wendystad,1611,8,6,Fair,1.94,1317605
26430,Gallowayville,4382,2,32,Fair,0.72,442499
26431,East Amanda,2027,6,52,Good,1.19,898415
26432,West Nicholasshire,4954,2,34,Good,2.79,1335379
26433,Bakerberg,1381,2,66,Fair,4.19,741133
26434,Jenkinsmouth,3905,9,62,Excellent,6.92,1116724
26435,Lake Carrieton,4232,9,66,Excellent,3.74,991648
26436,East Theresa,2136,9,17,Fair,1.58,750634
26437,Castroside,2527,9,58,Excellent,5.59,356874
26438,Morenoton,4123,3,83,Fair,8.2,325141
26439,Johnsonshire,2549,8,65,Fair,2.91,921423
26440,Traviston,3656,1,57,Poor,8.1,702630
26441,Rebeccaberg,1282,4,29,Poor,9.75,1014419
26442,Lake Troystad,1650,3,41,Excellent,7.61,146458
26443,New Paulberg,1211,3,69,Good,6.57,1408438
26444,Bryantfurt,3100,5,87,Poor,9.17,280732
26445,Lauraborough,4396,9,53,Fair,7.95,875052
26446,North Gabrielton,3568,10,45,Poor,4.79,1665263
26447,Patricktown,3966,2,89,Excellent,4.39,1473709
26448,Johnchester,1866,4,70,Good,4.27,919173
26449,Tristanport,3984,7,23,Fair,0.61,1378686
26450,North Zacharybury,2608,1,26,Fair,6.54,1771888
26451,Rodneyberg,1331,5,88,Poor,8.64,140832
26452,North Victoria,1923,4,48,Good,9.41,303226
26453,Russoview,3975,8,24,Good,3.77,1001146
26454,Lake Kelsey,735,5,4,Good,5.0,550820
26455,Sanchezport,4708,6,53,Excellent,6.99,585939
26456,Flemingland,2609,6,16,Good,5.59,795266
26457,Lake Elizabethmouth,4806,8,57,Excellent,6.33,645831
26458,Ginahaven,1470,7,58,Poor,7.55,1257304
26459,Johnsonside,4687,7,58,Good,5.25,270221
26460,Donovanside,4121,4,80,Poor,7.33,1829776
26461,East Justinmouth,3713,10,65,Good,1.77,1964086
26462,Reevesshire,1808,5,76,Fair,7.5,586269
26463,Port Paul,615,1,23,Fair,2.25,738510
26464,Lake Robin,985,9,70,Good,4.4,1837836
26465,Williamfort,3972,2,25,Fair,8.55,339328
26466,Christopherton,2417,10,71,Excellent,3.11,1577527
26467,Mccarthyport,1186,3,69,Poor,6.52,1852003
26468,Port Teresaborough,4034,8,12,Excellent,7.07,1121202
26469,Christopherstad,2470,6,19,Fair,3.32,1484840
26470,Walkertown,665,9,76,Poor,6.7,1956672
26471,Carterstad,2424,5,68,Fair,7.07,403290
26472,West Abigail,3252,9,40,Poor,0.86,1659886
26473,Amberland,1104,3,49,Good,1.55,1001202
26474,West Nathanfurt,4070,8,17,Excellent,9.26,1910872
26475,Leslieborough,4547,8,30,Good,3.98,1931874
26476,Janetmouth,985,6,12,Excellent,0.51,968676
26477,Chapmanberg,3045,10,93,Excellent,1.01,803271
26478,Alexanderbury,3249,5,10,Poor,3.57,1933127
26479,Carolside,766,8,48,Fair,5.35,1683013
26480,Blankenshipview,3202,10,47,Fair,8.02,1965360
26481,Roseport,4922,3,55,Excellent,9.99,218717
26482,Lake Williamstad,1670,3,76,Poor,8.18,1231539
26483,Port Eric,1524,8,47,Fair,2.41,1452018
26484,West Willie,3930,1,7,Good,1.61,1335351
26485,Cynthiaborough,4110,2,16,Good,6.26,1221947
26486,East Robert,2364,10,16,Excellent,5.06,1526196
26487,Lake Cindy,1318,3,52,Good,4.64,1650713
26488,West Caitlyn,1919,5,62,Fair,9.46,1472352
26489,Deannaland,2263,7,72,Excellent,4.75,755419
26490,Port Joshuaton,2797,8,51,Good,2.34,1730972
26491,Boydview,2377,6,80,Excellent,3.97,561177
26492,North Kathleentown,4850,10,83,Poor,2.14,1549565
26493,Wellsport,4846,6,75,Excellent,3.12,1747196
26494,Terryville,815,8,72,Fair,7.63,732257
26495,East Austinville,3027,10,100,Good,7.78,1514481
26496,Port Danielchester,4613,7,8,Good,2.18,660007
26497,Port Alexa,3319,4,57,Fair,8.55,1497055
26498,Lake Michaelfurt,1240,4,72,Good,2.55,650370
26499,Darrellshire,2890,8,9,Poor,0.24,720025
26500,Lake Jacquelinebury,1747,2,99,Fair,5.72,1151068
26501,Smithfort,968,2,49,Poor,6.19,1105275
26502,West Cherylburgh,1689,10,93,Fair,3.1,1807297
26503,North Melissamouth,3525,4,33,Poor,4.35,1470502
26504,Jonesburgh,2484,6,51,Fair,8.83,996993
26505,New Emilyshire,3782,2,77,Fair,1.44,504617
26506,Bensonburgh,2939,8,37,Poor,3.27,1918039
26507,Mikaylafort,3500,1,68,Fair,1.37,1161745
26508,South Amandaborough,878,9,62,Excellent,6.78,880968
26509,Christyshire,1685,8,12,Excellent,9.22,1901052
26510,Josephberg,1939,2,11,Poor,7.82,644389
26511,Coreyberg,2445,7,22,Excellent,5.82,368441
26512,Port Davidside,1377,6,41,Poor,9.41,1828347
26513,Burtonstad,2517,1,51,Good,8.32,1977936
26514,Adamshire,2591,9,57,Poor,2.07,109178
26515,South Benjaminport,1585,2,30,Poor,0.27,774005
26516,North Michael,4361,8,82,Excellent,8.01,839595
26517,Seanfurt,3463,1,69,Excellent,4.84,1801597
26518,West Jonathan,3539,4,48,Good,3.23,527426
26519,Danielbury,4117,8,16,Fair,3.52,1545991
26520,Mcbrideberg,3601,7,58,Good,9.86,612833
26521,Loriborough,4322,2,62,Poor,4.79,1975684
26522,Penningtontown,2013,4,38,Poor,3.28,1454776
26523,East Terryhaven,1023,6,24,Fair,7.15,1375387
26524,South Adam,1402,3,44,Poor,2.3,399939
26525,South Ronaldburgh,3213,5,58,Poor,1.66,1848196
26526,Albertfurt,2898,3,55,Good,6.79,760547
26527,Port Heather,698,9,43,Poor,4.6,1828387
26528,Dunnside,2836,2,78,Poor,2.69,1443238
26529,Garzastad,2619,7,28,Poor,6.42,305930
26530,Ericshire,2089,10,72,Good,1.3,433178
26531,North Brianfurt,1196,5,86,Poor,0.15,520457
26532,Port Carla,4770,6,81,Poor,4.83,1675005
26533,South Carolchester,2163,4,52,Poor,4.06,633624
26534,Huangside,2950,9,19,Excellent,0.46,1742307
26535,East Vanessa,2537,5,10,Poor,5.05,1298198
26536,Spencerberg,4070,6,65,Poor,2.37,732916
26537,Adamborough,3551,6,28,Poor,2.85,779741
26538,Antonioton,2343,5,43,Poor,2.6,1765649
26539,Port Taylorport,1192,3,77,Excellent,2.72,763649
26540,Moraleston,812,8,18,Excellent,3.12,372695
26541,East Michelleside,1784,3,94,Excellent,4.73,559950
26542,South Brandontown,4463,5,33,Poor,8.24,1525233
26543,East Robert,4462,5,74,Good,3.16,138032
26544,West Jose,1472,8,9,Poor,9.35,1118836
26545,South Tammy,1378,6,48,Poor,7.32,935501
26546,Roberthaven,3127,4,87,Fair,8.49,902851
26547,Donovanburgh,629,10,13,Fair,8.98,501275
26548,Hensleyview,3842,9,49,Poor,7.0,1389062
26549,Williamsberg,1704,8,11,Good,3.46,413545
26550,Ryanmouth,1439,10,89,Good,3.49,1086903
26551,Richardsshire,4331,3,23,Good,8.58,1806976
26552,Rosechester,1536,1,50,Good,1.79,1355619
26553,Port Brian,3693,2,53,Fair,7.57,570128
26554,Anthonyfort,3283,5,66,Fair,3.33,361492
26555,New David,1026,9,11,Good,2.78,1025128
26556,Smithbury,4202,3,66,Good,7.14,1202454
26557,Stephanieborough,2250,10,16,Excellent,7.54,1876451
26558,New Christopher,1824,3,28,Fair,6.63,384497
26559,Taylorfort,4671,4,78,Poor,9.41,478457
26560,Deleontown,1413,8,22,Fair,8.96,1292474
26561,New Tyler,4000,10,32,Fair,8.75,449977
26562,New Jean,1657,3,45,Poor,7.45,1074591
26563,Port Dan,1183,6,59,Good,9.62,1841267
26564,North Vanessa,938,10,51,Fair,7.91,1609145
26565,Liuville,4624,10,38,Fair,9.53,859879
26566,East Bryan,4507,7,99,Fair,8.08,1989963
26567,Jenniferborough,2372,9,74,Good,6.2,1923595
26568,West Daniel,1774,7,21,Poor,7.77,1181796
26569,Brandyport,1783,6,82,Good,3.79,486916
26570,Weaverchester,1302,1,83,Poor,5.97,1018257
26571,Garciaport,2516,7,80,Poor,1.01,808565
26572,Khanport,3752,7,23,Poor,7.28,1848378
26573,Lake Donna,1118,1,77,Fair,9.59,920433
26574,Christopherchester,3139,2,22,Excellent,3.92,778171
26575,Lake Sarahburgh,4126,2,5,Good,7.2,892332
26576,Kelseymouth,2284,7,49,Excellent,8.16,315078
26577,New Johnathan,4272,6,56,Good,9.95,1349533
26578,Thomasborough,4064,6,79,Fair,8.5,1431453
26579,East Jeremyborough,4465,9,96,Poor,3.86,235568
26580,Garciaborough,1433,7,100,Good,5.95,348808
26581,Dawnchester,720,6,31,Fair,1.4,1051238
26582,Amandafurt,3440,2,69,Poor,0.29,1936908
26583,Jonesland,1621,2,47,Poor,5.28,1732137
26584,Jacobstad,4709,6,63,Excellent,9.68,1205840
26585,Fryetown,4196,1,25,Good,8.19,1168222
26586,East Jonathan,4492,4,46,Excellent,9.55,1530873
26587,South Alexanderfurt,508,6,96,Good,1.94,240979
26588,New Brent,4121,6,77,Excellent,5.67,1251844
26589,Johnsonmouth,2892,6,83,Excellent,4.84,1841740
26590,North Kathrynberg,3336,9,96,Good,4.25,1080107
26591,Stewartburgh,1163,2,38,Fair,9.54,306128
26592,Youngview,3556,9,4,Good,2.82,544597
26593,Port Maryfort,2109,1,40,Good,4.74,282269
26594,North Jessicabury,962,1,28,Poor,5.07,1938496
26595,Wrightview,2583,7,72,Excellent,5.24,1186330
26596,New Courtney,2745,7,70,Poor,7.92,860388
26597,Jacquelinemouth,3103,1,84,Excellent,3.16,596209
26598,Millershire,918,6,88,Good,6.21,129717
26599,Toddshire,584,7,54,Poor,5.47,767051
26600,Port Kellyside,1954,8,98,Poor,9.28,1231861
26601,West Brian,548,8,42,Poor,1.28,1396388
26602,Millerfurt,1572,3,45,Good,8.66,954760
26603,South Chaseburgh,3590,2,43,Excellent,2.19,1499897
26604,Sawyerview,4765,4,15,Excellent,2.85,852608
26605,Rodriguezside,2499,7,1,Poor,5.21,1113766
26606,Paultown,4549,1,50,Good,2.12,878460
26607,Hartton,780,1,12,Poor,5.82,392017
26608,Craigchester,2245,9,9,Good,0.67,668260
26609,East Coleville,3036,5,55,Poor,2.85,484403
26610,Port Beverly,3336,4,30,Good,8.58,1357363
26611,Duffychester,952,9,71,Excellent,4.4,185939
26612,Charlesbury,1893,1,73,Poor,7.12,1572112
26613,Curtisfurt,3090,1,36,Excellent,2.25,146730
26614,East Jessicaborough,4620,7,87,Poor,4.54,1758350
26615,Lisachester,3774,4,34,Poor,9.06,1333588
26616,North Baileyfurt,4207,10,74,Excellent,7.68,387951
26617,East Brittney,3748,10,96,Excellent,9.5,1665317
26618,North Bianca,886,4,39,Good,2.31,1671833
26619,Strongstad,2447,8,14,Poor,2.86,1454319
26620,East Anna,889,9,31,Excellent,2.87,1408194
26621,North Barbaraview,2729,3,83,Excellent,0.69,1649194
26622,Walkerhaven,569,4,0,Fair,4.67,890791
26623,New Robertshire,2185,7,22,Excellent,9.73,691394
26624,Lonniechester,2737,10,36,Poor,2.67,850785
26625,South Erikaside,3843,2,77,Poor,3.5,290500
26626,West Jessicashire,4262,1,26,Good,1.92,862244
26627,Lake Andreaberg,3350,10,59,Good,3.3,1714394
26628,East Meaganborough,2937,10,88,Fair,0.66,1688374
26629,New Janetmouth,1063,8,17,Good,5.85,909596
26630,Lake Tara,4894,9,98,Poor,9.07,1481325
26631,Lake Victoria,1697,8,54,Excellent,9.19,1936959
26632,Robertstad,2466,3,12,Good,3.68,1348853
26633,Matthewsstad,3973,2,23,Fair,6.62,921353
26634,Hectorshire,4937,10,82,Fair,2.95,233992
26635,Angelaberg,4636,2,71,Poor,7.69,881046
26636,South Denise,1288,7,91,Poor,6.72,1206915
26637,Adrianport,865,4,85,Excellent,8.63,1495805
26638,Robertmouth,1118,1,67,Fair,0.85,1060111
26639,Coleville,2495,10,17,Poor,8.03,1523778
26640,Schroederside,1582,2,20,Good,9.83,132608
26641,Pamelaport,4156,7,61,Excellent,2.54,1456839
26642,South Victoriastad,1913,6,100,Fair,8.05,1285157
26643,Brittanyview,1087,2,41,Fair,9.48,1745150
26644,Danielhaven,897,7,27,Good,5.32,1613265
26645,Smithburgh,3068,9,21,Fair,5.07,1984495
